latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.3481,28.0029,327.7,2.7,1.6,2021-08-01,1155,Aqua,MODIS,76,6.03,309.7,52.4,D,0
36.3501,28.0326,337.6,2.7,1.6,2021-08-01,1155,Aqua,MODIS,88,6.03,310,110.8,D,0
36.7464,28.1513,332.5,2.8,1.6,2021-08-01,1155,Aqua,MODIS,68,6.03,307.4,71.2,D,0
36.7481,28.1469,333.4,2.8,1.6,2021-08-01,1155,Aqua,MODIS,0,6.03,307.8,74.4,D,0
36.7608,28.1505,356.8,2.8,1.6,2021-08-01,1155,Aqua,MODIS,85,6.03,310.2,274.5,D,0
36.775,28.1477,361.7,2.8,1.6,2021-08-01,1155,Aqua,MODIS,75,6.03,313.4,319.6,D,0
36.8384,28.2016,327.8,2.8,1.6,2021-08-01,1155,Aqua,MODIS,50,6.03,312,40.2,D,0
36.8418,28.1935,325,2.8,1.6,2021-08-01,1155,Aqua,MODIS,56,6.03,311.9,30,D,0
37.0011,27.7448,366,2.6,1.6,2021-08-01,1155,Aqua,MODIS,100,6.03,312.7,394.8,D,3
37.0049,27.706,364.7,2.6,1.6,2021-08-01,1155,Aqua,MODIS,100,6.03,315.3,375.9,D,3
37.0088,27.7647,354,2.6,1.6,2021-08-01,1155,Aqua,MODIS,0,6.03,309,226.3,D,0
37.0128,27.7116,370.5,2.6,1.6,2021-08-01,1155,Aqua,MODIS,0,6.03,316.5,417.7,D,0
37.0149,27.741,357.6,2.6,1.6,2021-08-01,1155,Aqua,MODIS,0,6.03,313.6,264.7,D,0
37.0168,27.673,335.4,2.6,1.6,2021-08-01,1155,Aqua,MODIS,32,6.03,311.3,81.5,D,0
37.017,27.4712,327.4,2.5,1.5,2021-08-01,1155,Aqua,MODIS,0,6.03,310.5,40.6,D,0
37.017,27.7703,344.4,2.6,1.6,2021-08-01,1155,Aqua,MODIS,0,6.03,307.6,145,D,0
37.0188,27.7027,350.9,2.6,1.6,2021-08-01,1155,Aqua,MODIS,72,6.03,315.8,194.3,D,0
37.0207,27.7313,357.5,2.6,1.6,2021-08-01,1155,Aqua,MODIS,85,6.03,314.3,256.8,D,0
37.0227,27.7612,360.2,2.6,1.6,2021-08-01,1155,Aqua,MODIS,87,6.03,311.8,286.1,D,0
37.0307,27.671,330.3,2.6,1.6,2021-08-01,1155,Aqua,MODIS,40,6.03,310.9,56.5,D,0
37.0327,27.6995,349.7,2.6,1.6,2021-08-01,1155,Aqua,MODIS,94,6.03,315.4,183,D,0
37.0365,27.7568,373.5,2.6,1.6,2021-08-01,1155,Aqua,MODIS,100,6.03,318.9,454,D,0
37.0386,27.7876,338.6,2.7,1.6,2021-08-01,1155,Aqua,MODIS,67,6.03,308.1,99.4,D,0
37.0503,27.752,358.2,2.6,1.6,2021-08-01,1155,Aqua,MODIS,99,6.03,315.7,265.3,D,0
37.0524,27.7824,339.9,2.7,1.6,2021-08-01,1155,Aqua,MODIS,72,6.03,308,108.8,D,0
37.0643,27.7508,342.9,2.6,1.6,2021-08-01,1156,Aqua,MODIS,74,6.03,310.9,129.4,D,0
37.0747,27.696,338.5,2.6,1.6,2021-08-01,1156,Aqua,MODIS,76,6.03,313.1,91.7,D,0
37.0787,27.6914,337,2.6,1.6,2021-08-01,1156,Aqua,MODIS,46,6.03,313.3,78.9,D,0
40.1267,19.8349,333,1.1,1,2021-08-01,1157,Aqua,MODIS,75,6.03,309.1,20.8,D,0
40.2349,19.7623,331,1.1,1,2021-08-01,1157,Aqua,MODIS,70,6.03,311.7,17.1,D,0
40.301,19.4114,350.6,1.1,1,2021-08-01,1157,Aqua,MODIS,87,6.03,315.4,49,D,0
40.3086,19.3975,332.3,1.1,1,2021-08-01,1157,Aqua,MODIS,32,6.03,315.2,14.1,D,0
40.3102,19.41,345.1,1.1,1,2021-08-01,1157,Aqua,MODIS,86,6.03,313.6,37.5,D,0
40.3609,19.5127,344.3,1.1,1,2021-08-01,1157,Aqua,MODIS,88,6.03,319.6,32.2,D,0
40.37,19.5106,343.4,1.1,1,2021-08-01,1157,Aqua,MODIS,84,6.03,314.9,29.8,D,0
40.3714,19.522,337,1.1,1,2021-08-01,1157,Aqua,MODIS,65,6.03,314.5,19.4,D,0
41.2521,22.5242,337.3,1.4,1.2,2021-08-01,1157,Aqua,MODIS,85,6.03,312.7,36.4,D,0
41.2627,22.522,367.3,1.4,1.2,2021-08-01,1157,Aqua,MODIS,100,6.03,314.3,154.2,D,0
41.2673,22.5143,336.4,1.4,1.2,2021-08-01,1157,Aqua,MODIS,82,6.03,310.6,32.3,D,0
41.2688,22.5309,332.8,1.4,1.2,2021-08-01,1157,Aqua,MODIS,75,6.03,306.8,24.6,D,0
36.3199,28.0971,324.1,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,301.1,52.4,N,0
36.3203,28.1034,328.7,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,301.8,69.1,N,0
36.3247,28.1193,314.8,2.1,1.4,2021-08-01,1939,Terra,MODIS,89,6.03,301.5,24.1,N,0
36.3275,28.0705,314.8,2.2,1.4,2021-08-01,1939,Terra,MODIS,62,6.03,300.2,25,N,0
36.3281,28.0771,325.1,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,301.1,56.7,N,0
36.3325,28.0937,336.3,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,302.8,99.7,N,0
36.3329,28.1,334,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,302.4,89.9,N,0
36.3395,28.0646,323.4,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,301.6,50.8,N,0
36.3402,28.0715,332.5,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,303.2,83.7,N,0
36.3446,28.0885,345.5,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,305.1,149.2,N,0
36.3452,28.0952,342.3,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,304.4,129,N,0
36.3516,28.0588,312.6,2.2,1.4,2021-08-01,1939,Terra,MODIS,84,6.03,300.3,22.5,N,0
36.3589,28.0309,324.7,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,300.1,57.1,N,0
36.3639,28.0543,312.3,2.2,1.4,2021-08-01,1939,Terra,MODIS,72,6.03,299.9,20.6,N,0
36.7359,28.2357,318,2.1,1.4,2021-08-01,1939,Terra,MODIS,96,6.03,302.9,32.9,N,0
36.7371,28.2293,312.1,2.1,1.4,2021-08-01,1939,Terra,MODIS,67,6.03,301.7,17.7,N,0
36.7416,28.2503,334.3,2.1,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,305.8,84,N,0
36.7483,28.2331,311,2.1,1.4,2021-08-01,1939,Terra,MODIS,59,6.03,300.7,15.6,N,0
36.7523,28.2521,327.1,2.1,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,303.4,57.6,N,0
36.7538,28.2465,323.3,2.1,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,302.5,46.2,N,0
36.8123,28.1522,319.2,2.1,1.4,2021-08-01,1939,Terra,MODIS,98,6.03,300.8,37.6,N,0
36.8131,28.1461,322.1,2.1,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,300.8,46.4,N,0
37.005,27.7911,336.7,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,304.5,104.3,N,3
37.0058,28.7623,314.7,1.9,1.3,2021-08-01,1939,Terra,MODIS,79,6.03,297.4,22.7,N,0
37.0098,28.7817,307.7,1.9,1.3,2021-08-01,1939,Terra,MODIS,15,6.03,297.7,11.4,N,0
37.0101,27.8147,358.2,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,305.6,238.5,N,3
37.0106,27.8207,350.9,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,303.4,187.7,N,3
37.0127,27.7651,318.3,2.2,1.4,2021-08-01,1939,Terra,MODIS,96,6.03,302.6,32.1,N,0
37.0136,27.7716,323.9,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,303.2,48.2,N,0
37.0178,27.7887,340.5,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,306.6,120.7,N,0
37.0184,27.7943,354.9,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,307.9,208.2,N,0
37.0227,27.8113,359.1,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,307.6,242,N,0
37.0232,27.8174,353.3,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,305.8,196.2,N,0
37.0255,27.7624,317.5,2.2,1.4,2021-08-01,1939,Terra,MODIS,95,6.03,301.9,31.8,N,0
37.0262,27.7686,325.3,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,303,53.6,N,0
37.0306,27.786,342.7,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,306.4,131.7,N,0
37.0311,27.7916,344,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,307.1,135.5,N,0
37.0355,27.8088,337.2,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,305.4,103.8,N,0
37.0359,27.8146,328.6,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,304,66.6,N,0
37.0434,27.7839,335.2,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,304.8,95.7,N,0
37.0488,27.809,327.4,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,301.5,63.7,N,0
37.0563,27.7818,322.1,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,302.3,46.6,N,0
37.0653,27.699,359.9,2.2,1.4,2021-08-01,1939,Terra,MODIS,100,6.03,300.2,255.3,N,0
37.0688,27.7779,316.1,2.2,1.4,2021-08-01,1939,Terra,MODIS,92,6.03,300,30,N,0
37.0764,27.6882,308.9,2.2,1.4,2021-08-01,1939,Terra,MODIS,1,6.03,298.2,14.4,N,0
37.0775,27.6936,308.5,2.2,1.4,2021-08-01,1939,Terra,MODIS,14,6.03,298.4,14,N,0
40.1286,19.8252,313.3,2.7,1.6,2021-08-01,2118,Terra,MODIS,86,6.03,295,41.2,N,0
40.1305,19.8561,307.8,2.7,1.6,2021-08-01,2118,Terra,MODIS,72,6.03,293.8,25.3,N,0
40.1341,19.8468,304.8,2.7,1.6,2021-08-01,2118,Terra,MODIS,41,6.03,293.8,16.5,N,0
40.2711,19.4522,328.3,2.6,1.5,2021-08-01,2118,Terra,MODIS,100,6.03,295,93.7,N,0
40.2974,19.4264,306.5,2.6,1.5,2021-08-01,2118,Terra,MODIS,43,6.03,295.3,16.4,N,0
40.3034,19.4197,333.7,2.6,1.5,2021-08-01,2118,Terra,MODIS,100,6.03,296.5,123.2,N,0
40.3094,19.3956,318.8,2.5,1.5,2021-08-01,2118,Terra,MODIS,98,6.03,296.1,52.2,N,0
40.3116,19.4289,337,2.6,1.5,2021-08-01,2118,Terra,MODIS,100,6.03,296.2,140.1,N,0
40.3155,19.3895,316.9,2.5,1.5,2021-08-01,2118,Terra,MODIS,94,6.03,296.1,47.7,N,0
40.3233,19.3952,322.8,2.5,1.5,2021-08-01,2118,Terra,MODIS,100,6.03,296.2,68.3,N,0
40.2714,19.4724,310.1,3.8,1.8,2021-08-01,2356,Aqua,MODIS,64,6.03,293.6,50.3,N,0
40.2816,19.4985,309.3,3.8,1.8,2021-08-01,2356,Aqua,MODIS,35,6.03,294.9,47.4,N,0
40.2884,19.4618,306.8,3.8,1.8,2021-08-01,2356,Aqua,MODIS,69,6.03,294.1,38.3,N,0
36.3405,28.0845,310.9,1.1,1.1,2021-08-01,2357,Aqua,MODIS,73,6.03,300.1,7.6,N,0
36.3484,28.098,312.4,1.1,1,2021-08-01,2357,Aqua,MODIS,72,6.03,301.4,8.4,N,0
36.3499,28.0856,319.3,1.1,1.1,2021-08-01,2357,Aqua,MODIS,98,6.03,301.7,15.3,N,0
36.3515,28.0731,312.5,1.1,1.1,2021-08-01,2357,Aqua,MODIS,75,6.03,299.9,8.9,N,0
36.7289,28.1444,312.7,1.1,1.1,2021-08-01,2357,Aqua,MODIS,84,6.03,299.7,9.3,N,0
36.7607,28.2449,317.1,1.1,1,2021-08-01,2357,Aqua,MODIS,47,6.03,302.1,10.9,N,0
36.8122,28.1404,308.1,1.1,1.1,2021-08-01,2357,Aqua,MODIS,63,6.03,297.8,5.4,N,0
36.82,28.1548,312.8,1.1,1.1,2021-08-01,2357,Aqua,MODIS,84,6.03,299.4,9.7,N,2
37.0046,28.7832,339.2,1.1,1,2021-08-01,2357,Aqua,MODIS,100,6.03,300.2,43,N,0
37.006,28.7722,345.9,1.1,1,2021-08-01,2357,Aqua,MODIS,100,6.03,298.8,56.3,N,0
37.0109,27.6981,311.6,1.2,1.1,2021-08-01,2357,Aqua,MODIS,78,6.03,300.8,8.4,N,0
37.0137,28.7854,328.4,1.1,1,2021-08-01,2357,Aqua,MODIS,100,6.03,298.8,26.8,N,0
37.0152,28.7739,326.1,1.1,1,2021-08-01,2357,Aqua,MODIS,100,6.03,297.1,23.8,N,0
37.0256,27.8196,320.7,1.2,1.1,2021-08-01,2357,Aqua,MODIS,70,6.03,302.8,13.6,N,0
37.0272,27.8067,318.8,1.2,1.1,2021-08-01,2357,Aqua,MODIS,55,6.03,303.9,11.2,N,0
37.0397,27.7839,323.7,1.2,1.1,2021-08-01,2357,Aqua,MODIS,73,6.03,303,18.7,N,0
37.046,27.8123,336.6,1.2,1.1,2021-08-01,2357,Aqua,MODIS,100,6.03,304.2,39.5,N,0
37.0476,27.7994,321.9,1.2,1.1,2021-08-01,2357,Aqua,MODIS,79,6.03,303.2,16.5,N,0
37.0571,27.8015,329.8,1.2,1.1,2021-08-01,2357,Aqua,MODIS,99,6.03,300.7,28.7,N,0
37.0587,27.7081,327,1.2,1.1,2021-08-01,2357,Aqua,MODIS,100,6.03,299.5,27.3,N,0
37.0587,27.7885,318.6,1.2,1.1,2021-08-01,2357,Aqua,MODIS,26,6.03,301.2,13.7,N,0
37.0604,27.6947,316.8,1.2,1.1,2021-08-01,2357,Aqua,MODIS,93,6.03,298.2,14.5,N,0
37.0682,27.7904,328.1,1.2,1.1,2021-08-01,2357,Aqua,MODIS,100,6.03,300.5,28,N,0
37.0698,27.7775,318.5,1.2,1.1,2021-08-01,2357,Aqua,MODIS,96,6.03,299.3,15.6,N,0
37.07,27.6965,312.4,1.2,1.1,2021-08-01,2357,Aqua,MODIS,81,6.03,298.8,10.3,N,0
37.0794,27.7793,309.6,1.2,1.1,2021-08-01,2357,Aqua,MODIS,55,6.03,298.2,7.3,N,0
37.081,27.7661,313.6,1.2,1.1,2021-08-01,2357,Aqua,MODIS,84,6.03,299,11.1,N,0
37.083,27.7735,315.3,1.2,1.1,2021-08-01,2357,Aqua,MODIS,90,6.03,298.4,12.7,N,0
37.0862,27.7469,311.6,1.2,1.1,2021-08-01,2357,Aqua,MODIS,81,6.03,299.6,9.4,N,0
40.1263,19.8462,304.2,4,1.9,2021-08-02,134,Aqua,MODIS,59,6.03,292.6,34,N,0
40.2666,19.4847,307.3,3.8,1.8,2021-08-02,134,Aqua,MODIS,5,6.03,291.8,32.9,N,0
40.2723,19.4915,307,3.8,1.8,2021-08-02,134,Aqua,MODIS,70,6.03,293.4,38.5,N,0
40.3746,19.5332,302.3,3.8,1.8,2021-08-02,134,Aqua,MODIS,47,6.03,292.3,26,N,0
40.1318,19.837,321.9,1.3,1.1,2021-08-02,918,Terra,MODIS,35,6.03,306.3,9.5,D,0
40.2553,19.4642,347.8,1.4,1.2,2021-08-02,918,Terra,MODIS,87,6.03,303.9,76.4,D,0
40.2573,19.4462,367.5,1.4,1.2,2021-08-02,918,Terra,MODIS,0,6.03,306.5,154.1,D,0
40.2614,19.4739,346.3,1.4,1.2,2021-08-02,918,Terra,MODIS,91,6.03,305.2,65.1,D,0
40.2631,19.4571,377.1,1.4,1.2,2021-08-02,918,Terra,MODIS,94,6.03,313.3,199.6,D,0
40.265,19.4384,364.5,1.4,1.2,2021-08-02,918,Terra,MODIS,75,6.03,308.9,131.6,D,0
40.2713,19.6766,321.8,1.3,1.1,2021-08-02,918,Terra,MODIS,43,6.03,307.1,9.1,D,0
40.272,19.4729,328.4,1.4,1.2,2021-08-02,918,Terra,MODIS,27,6.03,305.4,20.3,D,0
40.3084,19.4266,329.8,1.4,1.2,2021-08-02,918,Terra,MODIS,65,6.03,309,20.3,D,0
40.3221,19.3976,349.5,1.4,1.2,2021-08-02,918,Terra,MODIS,0,6.03,309.6,72.8,D,0
40.4421,27.1391,322.2,1.1,1.1,2021-08-02,918,Terra,MODIS,43,6.03,309.6,9.9,D,0
41.0768,26.3,328.3,1.1,1,2021-08-02,918,Terra,MODIS,63,6.03,307.8,16.7,D,0
41.0788,26.2876,332.4,1.1,1,2021-08-02,918,Terra,MODIS,79,6.03,310.4,21.7,D,0
41.0851,26.2952,347.3,1.1,1,2021-08-02,918,Terra,MODIS,93,6.03,310.4,48,D,0
41.1904,21.4128,328.6,1.1,1.1,2021-08-02,918,Terra,MODIS,75,6.03,312.5,11.2,D,0
41.192,21.3996,339,1.1,1.1,2021-08-02,918,Terra,MODIS,86,6.03,315.1,28.7,D,0
41.4448,21.9383,335.3,1.1,1,2021-08-02,918,Terra,MODIS,83,6.03,314.6,20.3,D,2
36.7621,28.1588,327.2,1.5,1.2,2021-08-02,919,Terra,MODIS,68,6.03,312.1,17.5,D,0
37.0002,28.7958,321.6,1.6,1.2,2021-08-02,919,Terra,MODIS,54,6.03,306.7,18,D,0
37.0004,28.7873,326.7,1.6,1.2,2021-08-02,919,Terra,MODIS,72,6.03,307.2,28.5,D,0
37.0042,28.7675,322.4,1.6,1.2,2021-08-02,919,Terra,MODIS,60,6.03,307.3,19.5,D,0
37.0044,28.7746,336.1,1.6,1.2,2021-08-02,919,Terra,MODIS,84,6.03,307.4,53.6,D,0
37.0111,27.719,351.3,1.4,1.2,2021-08-02,919,Terra,MODIS,95,6.03,320,64.8,D,0
37.0115,28.7969,327.3,1.6,1.2,2021-08-02,919,Terra,MODIS,73,6.03,305.4,30.6,D,0
