latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
38.384,22.2213,312.5,2.7,1.6,2021-08-06,110,Aqua,MODIS,42,6.03,297.3,33.4,N,0
38.3853,22.1513,334.2,2.6,1.6,2021-08-06,110,Aqua,MODIS,100,6.03,295.1,129.9,N,0
38.3892,22.1605,335.5,2.6,1.6,2021-08-06,110,Aqua,MODIS,100,6.03,294.7,137.1,N,0
38.3906,22.1924,324.4,2.7,1.6,2021-08-06,110,Aqua,MODIS,100,6.03,296,79.5,N,0
38.9268,23.3333,354,3,1.6,2021-08-06,110,Aqua,MODIS,100,6.03,271.4,0,N,0
38.9407,23.3399,365.4,3,1.6,2021-08-06,110,Aqua,MODIS,100,6.03,268.1,0,N,0
38.9675,22.5178,307.8,2.7,1.6,2021-08-06,110,Aqua,MODIS,41,6.03,287.4,31.8,N,0
38.9746,22.488,309.1,2.7,1.6,2021-08-06,110,Aqua,MODIS,76,6.03,283.6,35.7,N,0
38.9761,22.5157,309.9,2.7,1.6,2021-08-06,110,Aqua,MODIS,63,6.03,286.7,38.4,N,0
38.983,22.4859,305.1,2.7,1.6,2021-08-06,110,Aqua,MODIS,48,6.03,283.6,25.7,N,0
36.7223,22.4734,313.5,3.1,1.7,2021-08-06,111,Aqua,MODIS,55,6.03,296.6,43.9,N,0
36.7312,22.4354,326.9,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,296.1,112.5,N,0
36.7312,22.4413,334.4,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,296.5,160.9,N,0
36.7366,22.4789,328.3,3.1,1.7,2021-08-06,111,Aqua,MODIS,93,6.03,300.6,112.7,N,0
36.7367,22.4835,329.2,3.1,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,299.6,118.9,N,0
36.7447,22.4443,343.7,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,302.5,236.1,N,0
36.7449,22.4493,354.6,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,303.4,351.5,N,0
36.7512,22.4884,328.6,3.1,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,299.8,121.8,N,0
36.7544,22.4095,309.4,3,1.7,2021-08-06,111,Aqua,MODIS,12,6.03,296.3,31.1,N,0
36.7593,22.4542,346.8,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,303.3,265,N,0
36.7654,22.4941,321.7,3.1,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,298.9,82.5,N,0
36.774,22.4583,356.3,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,304.7,370.9,N,0
36.7832,22.4191,334,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,299,157.2,N,0
36.7865,22.4722,333,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,299.3,154.6,N,0
36.7885,22.4628,343.4,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,300.6,235,N,0
36.7963,22.4316,346.4,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,298.8,264.9,N,0
36.798,22.4222,336,3,1.7,2021-08-06,111,Aqua,MODIS,100,6.03,296.8,173.3,N,0
36.8006,22.4781,310.6,3,1.7,2021-08-06,111,Aqua,MODIS,71,6.03,298.6,38.5,N,0
36.8024,22.4698,315.7,3,1.7,2021-08-06,111,Aqua,MODIS,89,6.03,299.3,57.8,N,0
36.8097,22.4407,314.7,3,1.7,2021-08-06,111,Aqua,MODIS,86,6.03,298.2,54.8,N,0
36.8113,22.432,311.4,3,1.7,2021-08-06,111,Aqua,MODIS,75,6.03,297.1,40.7,N,0
36.7221,22.4348,328,1.9,1.3,2021-08-06,854,Terra,MODIS,62,6.03,303,34.4,D,0
36.7252,22.4676,330.2,1.9,1.3,2021-08-06,854,Terra,MODIS,83,6.03,304.6,42,D,0
36.7269,22.4492,345.3,1.9,1.3,2021-08-06,854,Terra,MODIS,93,6.03,303.2,98.8,D,0
36.7287,22.4298,354.4,1.9,1.3,2021-08-06,854,Terra,MODIS,97,6.03,307.2,150.7,D,0
36.7308,22.4742,370.8,1.9,1.3,2021-08-06,854,Terra,MODIS,94,6.03,305.7,260.9,D,0
36.7325,22.4544,353.5,1.9,1.3,2021-08-06,854,Terra,MODIS,91,6.03,299,134.5,D,0
36.7341,22.4363,360.7,1.9,1.3,2021-08-06,854,Terra,MODIS,94,6.03,307.7,186.7,D,0
36.7357,22.4175,326.4,1.9,1.3,2021-08-06,854,Terra,MODIS,56,6.03,307.1,31.5,D,0
36.7409,22.4966,416.2,1.8,1.3,2021-08-06,854,Terra,MODIS,100,6.03,312.3,859.3,D,0
36.7427,22.4764,431.7,1.9,1.3,2021-08-06,854,Terra,MODIS,87,6.03,315.2,1200.8,D,0
36.7462,22.4363,330.6,1.9,1.3,2021-08-06,854,Terra,MODIS,30,6.03,296.5,36.6,D,0
36.7546,22.4784,332.3,1.9,1.3,2021-08-06,854,Terra,MODIS,0,6.03,288.1,48,D,0
36.8005,22.4343,381.4,1.9,1.3,2021-08-06,854,Terra,MODIS,94,6.03,305.4,360.3,D,0
36.806,22.4466,383.7,1.9,1.3,2021-08-06,854,Terra,MODIS,87,6.03,298.9,383.2,D,0
36.8077,22.4272,404.2,1.9,1.3,2021-08-06,854,Terra,MODIS,94,6.03,313.3,660.1,D,0
36.8111,22.4523,331.3,1.9,1.3,2021-08-06,854,Terra,MODIS,76,6.03,300.1,40.5,D,0
36.8127,22.4335,405.8,1.9,1.3,2021-08-06,854,Terra,MODIS,100,6.03,311.4,688.7,D,0
37.0192,21.7996,320.5,2.1,1.4,2021-08-06,854,Terra,MODIS,73,6.03,303,19.6,D,0
37.0639,27.8169,335.1,1,1,2021-08-06,854,Terra,MODIS,81,6.03,308.1,20.6,D,0
37.0714,27.8303,327.5,1,1,2021-08-06,854,Terra,MODIS,39,6.03,308.5,11,D,0
37.2808,28.3868,325.8,1,1,2021-08-06,854,Terra,MODIS,51,6.03,309.8,10.2,D,0
37.2903,28.3184,327.8,1,1,2021-08-06,854,Terra,MODIS,58,6.03,308.1,11.9,D,0
37.2919,28.307,340.9,1,1,2021-08-06,854,Terra,MODIS,87,6.03,311,32.5,D,0
37.2993,28.3203,328.4,1,1,2021-08-06,854,Terra,MODIS,67,6.03,309.6,12.2,D,0
37.3009,28.309,350.6,1,1,2021-08-06,854,Terra,MODIS,94,6.03,313.6,51,D,0
37.3078,22.0398,322.1,2,1.4,2021-08-06,854,Terra,MODIS,21,6.03,301.5,22.8,D,0
37.3083,28.3222,336,1,1,2021-08-06,854,Terra,MODIS,70,6.03,310,20.7,D,0
37.3098,28.3108,341.5,1,1,2021-08-06,854,Terra,MODIS,84,6.03,310.6,30.3,D,0
37.31,22.0157,325.5,2,1.4,2021-08-06,854,Terra,MODIS,33,6.03,304.3,29,D,0
37.3121,22.0217,329.9,2,1.4,2021-08-06,854,Terra,MODIS,62,6.03,304.7,45.8,D,0
37.3172,28.3242,384.9,1,1,2021-08-06,854,Terra,MODIS,100,6.03,314.3,163,D,0
37.3188,28.3128,350.5,1,1,2021-08-06,854,Terra,MODIS,94,6.03,314.4,49.7,D,0
37.3245,22.024,330.8,2,1.4,2021-08-06,854,Terra,MODIS,71,6.03,302.4,51.1,D,0
37.3262,28.3262,328.5,1,1,2021-08-06,854,Terra,MODIS,71,6.03,314.9,13.5,D,0
37.3369,22.0262,325.6,2,1.4,2021-08-06,854,Terra,MODIS,24,6.03,303,34.2,D,0
37.3383,28.3708,323.6,1,1,2021-08-06,854,Terra,MODIS,37,6.03,303,10.8,D,0
37.3399,28.3592,405.6,1,1,2021-08-06,854,Terra,MODIS,100,6.03,313.8,282.8,D,0
37.3415,28.3476,390,1,1,2021-08-06,854,Terra,MODIS,100,6.03,317.5,189.8,D,0
37.3489,28.3612,407.4,1,1,2021-08-06,854,Terra,MODIS,100,6.03,317.2,296.2,D,0
37.3504,28.3497,385,1,1,2021-08-06,854,Terra,MODIS,100,6.03,319.9,167.1,D,0
37.3606,28.4099,324.4,1,1,2021-08-06,854,Terra,MODIS,52,6.03,303.4,11.4,D,0
37.3621,28.3989,367.1,1,1,2021-08-06,854,Terra,MODIS,100,6.03,305.3,99.1,D,0
37.3695,28.4118,333.5,1,1,2021-08-06,854,Terra,MODIS,79,6.03,304.8,22.1,D,0
37.3711,28.4007,394.7,1,1,2021-08-06,854,Terra,MODIS,100,6.03,320,217.3,D,0
37.3726,28.3895,338.2,1,1,2021-08-06,854,Terra,MODIS,84,6.03,306.1,30.7,D,0
37.6893,21.4912,319.6,2.2,1.4,2021-08-06,854,Terra,MODIS,43,6.03,300.9,19.4,D,0
37.6907,21.4853,322.8,2.2,1.4,2021-08-06,854,Terra,MODIS,67,6.03,301.6,30.3,D,0
37.7022,21.4937,334.8,2.2,1.4,2021-08-06,854,Terra,MODIS,84,6.03,300.2,75.9,D,0
37.7036,21.4875,327.7,2.2,1.4,2021-08-06,854,Terra,MODIS,75,6.03,299.6,46.9,D,0
37.7124,21.6974,330.4,2.1,1.4,2021-08-06,854,Terra,MODIS,70,6.03,303.4,55.7,D,0
37.2689,28.3782,336.5,3,1.6,2021-08-06,1036,Aqua,MODIS,83,6.03,303.8,137,D,0
37.3408,28.3565,357.1,3,1.6,2021-08-06,1036,Aqua,MODIS,98,6.03,299.5,330.8,D,0
37.3413,28.348,351.3,3,1.6,2021-08-06,1036,Aqua,MODIS,95,6.03,299.6,266.5,D,0
37.3498,28.3837,326.9,3,1.6,2021-08-06,1036,Aqua,MODIS,69,6.03,297.5,72,D,0
37.3634,28.376,330.7,3,1.6,2021-08-06,1036,Aqua,MODIS,76,6.03,298.2,98.7,D,0
37.3706,28.4065,322.2,2.9,1.6,2021-08-06,1036,Aqua,MODIS,52,6.03,297.6,53.8,D,0
37.4476,28.0073,350,3.1,1.7,2021-08-06,1036,Aqua,MODIS,94,6.03,302.8,260.6,D,0
36.7102,22.4208,333,2.4,1.5,2021-08-06,1214,Aqua,MODIS,80,6.03,304.8,75.5,D,0
36.712,22.4446,364.2,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,306.9,304.3,D,0
36.7144,22.4742,355.2,2.4,1.5,2021-08-06,1214,Aqua,MODIS,98,6.03,308.4,222.5,D,0
36.7165,22.5026,323,2.4,1.5,2021-08-06,1214,Aqua,MODIS,62,6.03,302.8,34.6,D,0
36.7181,22.4149,326.1,2.4,1.5,2021-08-06,1214,Aqua,MODIS,39,6.03,305.6,40.7,D,0
36.7199,22.4388,391.3,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,312.2,676.4,D,0
36.722,22.4685,409.5,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,316.9,1064.6,D,0
36.7234,22.4178,337.4,2.4,1.5,2021-08-06,1214,Aqua,MODIS,88,6.03,306.9,99.3,D,0
36.724,22.4968,411.7,2.4,1.5,2021-08-06,1214,Aqua,MODIS,87,6.03,309.9,1124.2,D,0
36.7254,22.4434,391.9,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,314.4,691.5,D,0
36.7278,22.4736,416.6,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,316.7,1256.5,D,0
36.7299,22.5008,403.3,2.4,1.5,2021-08-06,1214,Aqua,MODIS,82,6.03,309.1,923.7,D,0
36.7312,22.409,333.1,2.4,1.5,2021-08-06,1214,Aqua,MODIS,47,6.03,306.6,68.6,D,0
36.7333,22.4377,361.4,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,312.7,267.3,D,0
36.7354,22.4678,352.9,2.4,1.5,2021-08-06,1214,Aqua,MODIS,96,6.03,309.4,183.5,D,0
36.7374,22.4945,372.9,2.4,1.5,2021-08-06,1214,Aqua,MODIS,94,6.03,308,390.4,D,0
36.7394,22.5228,352,2.4,1.5,2021-08-06,1214,Aqua,MODIS,79,6.03,302.3,183.5,D,0
36.7488,22.4657,369.9,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,311.1,362.7,D,0
36.7508,22.493,457.4,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,332.2,2833.7,D,0
36.7528,22.521,418.7,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,312.6,1322.5,D,0
36.76,22.4352,323.6,2.4,1.5,2021-08-06,1214,Aqua,MODIS,51,6.03,303.3,35.4,D,0
36.7621,22.4635,372.2,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,315.7,391.9,D,0
36.7642,22.4911,406.9,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,324.6,999.3,D,0
36.7663,22.5193,382.7,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,305.9,535.8,D,0
36.7688,22.3737,362.3,2.3,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,301.3,279.7,D,0
36.771,22.4027,356.4,2.4,1.5,2021-08-06,1214,Aqua,MODIS,98,6.03,300.9,226.3,D,0
36.7755,22.4614,400.6,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,316.4,861.8,D,0
36.7777,22.4907,423.2,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,316.8,1449.3,D,0
36.779,22.3654,339.3,2.3,1.5,2021-08-06,1214,Aqua,MODIS,89,6.03,302.7,107.2,D,0
36.7797,22.518,335.8,2.4,1.5,2021-08-06,1214,Aqua,MODIS,84,6.03,305.3,82.5,D,0
36.7807,22.3903,370.4,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,307,376.4,D,0
36.782,22.3711,344.1,2.3,1.5,2021-08-06,1214,Aqua,MODIS,92,6.03,303.1,137.4,D,0
36.7841,22.3974,346.5,2.4,1.5,2021-08-06,1214,Aqua,MODIS,93,6.03,307.2,152.4,D,0
36.7848,22.449,397.7,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,320,803.2,D,0
36.7864,22.4278,357.5,2.4,1.5,2021-08-06,1214,Aqua,MODIS,98,6.03,311.4,233.7,D,0
36.787,22.4805,409,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,322.2,1049.7,D,0
36.7888,22.4586,418,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,323,1287.5,D,0
36.789,22.5089,342.1,2.4,1.5,2021-08-06,1214,Aqua,MODIS,91,6.03,308,117.9,D,0
36.7911,22.4888,393.9,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,315.1,729.5,D,0
36.7982,22.4465,369.1,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,318.9,351.1,D,0
36.7996,22.4243,342.4,2.4,1.5,2021-08-06,1214,Aqua,MODIS,91,6.03,309.6,125.3,D,0
36.8004,22.4784,409.8,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,316.1,1078.2,D,0
36.8021,22.456,382.8,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,317.1,536.7,D,0
36.8024,22.5068,325.1,2.4,1.5,2021-08-06,1214,Aqua,MODIS,78,6.03,308.9,35.7,D,0
36.8044,22.4868,373.2,2.4,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,311.3,403.6,D,0
36.8095,22.4164,326.8,2.4,1.5,2021-08-06,1214,Aqua,MODIS,56,6.03,303.6,46.6,D,0
36.8117,22.4473,343.2,2.4,1.5,2021-08-06,1214,Aqua,MODIS,92,6.03,307.8,127.4,D,0
37.2949,21.9994,331.3,2.3,1.5,2021-08-06,1214,Aqua,MODIS,75,6.03,306.7,52.9,D,0
37.2951,22.0156,371.5,2.3,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,312.5,352.9,D,0
37.2967,22.0223,393.7,2.3,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,314.6,674.2,D,0
37.2967,22.0374,359.8,2.3,1.5,2021-08-06,1214,Aqua,MODIS,99,6.03,308.5,246.2,D,0
37.2984,22.0443,353,2.3,1.5,2021-08-06,1214,Aqua,MODIS,97,6.03,306.7,191.9,D,0
37.3079,21.996,328.2,2.3,1.5,2021-08-06,1214,Aqua,MODIS,67,6.03,308.4,37.2,D,0
37.3081,22.0127,343.4,2.3,1.5,2021-08-06,1214,Aqua,MODIS,87,6.03,312.1,111.2,D,0
37.3098,22.0204,355.6,2.3,1.5,2021-08-06,1214,Aqua,MODIS,98,6.03,313.4,201.2,D,0
37.3099,22.037,370.9,2.3,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,313.2,352.9,D,0
37.3116,22.0437,361.4,2.3,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,310,259.3,D,0
37.3211,22.01,337.3,2.3,1.5,2021-08-06,1214,Aqua,MODIS,60,6.03,308.1,83.6,D,0
37.3228,22.0179,348.7,2.3,1.5,2021-08-06,1214,Aqua,MODIS,94,6.03,308.2,141.9,D,0
37.3229,22.0352,367,2.3,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,310.4,311.7,D,0
37.3247,22.0424,373.9,2.3,1.5,2021-08-06,1214,Aqua,MODIS,100,6.03,308.7,386.8,D,0
37.3248,22.0606,343,2.3,1.5,2021-08-06,1214,Aqua,MODIS,92,6.03,303.8,125.5,D,0
37.6532,21.6319,332.7,2.2,1.4,2021-08-06,1214,Aqua,MODIS,48,6.03,310.4,52.8,D,0
37.6551,21.6558,344.8,2.2,1.4,2021-08-06,1214,Aqua,MODIS,92,6.03,311.8,113.2,D,0
37.6552,21.6484,345.4,2.2,1.4,2021-08-06,1214,Aqua,MODIS,91,6.03,312,115,D,0
37.6589,21.6972,336.7,2.2,1.4,2021-08-06,1214,Aqua,MODIS,70,6.03,306.1,72.4,D,0
37.6591,21.7046,347.4,2.2,1.4,2021-08-06,1214,Aqua,MODIS,93,6.03,305.9,133.7,D,0
37.6606,21.721,334,2.2,1.4,2021-08-06,1214,Aqua,MODIS,60,6.03,303.7,62.4,D,0
37.6716,21.6939,335.2,2.2,1.4,2021-08-06,1214,Aqua,MODIS,56,6.03,310,53.6,D,0
37.6734,21.7183,359.8,2.2,1.4,2021-08-06,1214,Aqua,MODIS,99,6.03,310.2,214.1,D,0
37.6753,21.7424,431.6,2.2,1.4,2021-08-06,1214,Aqua,MODIS,100,6.03,316.7,1541.1,D,0
37.6772,21.7674,353.8,2.2,1.4,2021-08-06,1214,Aqua,MODIS,96,6.03,299.9,197.1,D,0
37.6863,21.7159,393.8,2.2,1.4,2021-08-06,1214,Aqua,MODIS,100,6.03,317.5,623.5,D,0
37.6881,21.7399,484.8,2.2,1.4,2021-08-06,1214,Aqua,MODIS,100,6.03,334.7,3982.6,D,0
37.6899,21.7635,413.9,2.2,1.4,2021-08-06,1214,Aqua,MODIS,100,6.03,302.4,1067.8,D,0
37.6949,21.4958,321.6,2.1,1.4,2021-08-06,1214,Aqua,MODIS,62,6.03,306.8,20.3,D,0
37.699,21.7121,386.2,2.2,1.4,2021-08-06,1214,Aqua,MODIS,100,6.03,313.9,511.6,D,0
37.7009,21.7365,468.2,2.2,1.4,2021-08-06,1214,Aqua,MODIS,100,6.03,320.2,3038.1,D,0
37.7028,21.7612,341.2,2.2,1.4,2021-08-06,1214,Aqua,MODIS,88,6.03,300.3,113.4,D,0
37.7099,21.6858,345.4,2.2,1.4,2021-08-06,1214,Aqua,MODIS,83,6.03,307.6,115.4,D,0
37.7174,21.633,333.7,2.2,1.4,2021-08-06,1214,Aqua,MODIS,66,6.03,306.2,61.9,D,0
37.7191,21.6381,338,2.2,1.4,2021-08-06,1214,Aqua,MODIS,65,6.03,305.5,76.7,D,0
37.7208,21.6792,328,2.2,1.4,2021-08-06,1214,Aqua,MODIS,51,6.03,303.2,45,D,0
38.1259,23.8122,335.4,3,1.6,2021-08-06,1214,Aqua,MODIS,82,6.03,312.8,107.3,D,0
38.1428,23.844,339.8,3,1.7,2021-08-06,1214,Aqua,MODIS,88,6.03,308.8,135.6,D,2
38.1434,23.8359,344.5,3,1.7,2021-08-06,1214,Aqua,MODIS,84,6.03,310.2,167.7,D,2
38.1448,23.8787,343.2,3,1.7,2021-08-06,1214,Aqua,MODIS,90,6.03,306.1,174.4,D,0
38.1453,23.8709,347.8,3,1.7,2021-08-06,1214,Aqua,MODIS,86,6.03,306.6,211.5,D,2
38.1472,23.9064,327.1,3,1.7,2021-08-06,1214,Aqua,MODIS,58,6.03,302.9,65.7,D,0
38.1576,23.8419,343.4,3,1.7,2021-08-06,1214,Aqua,MODIS,83,6.03,310.2,153.3,D,0
38.1598,23.8786,420.1,3,1.7,2021-08-06,1214,Aqua,MODIS,87,6.03,311.6,1911.3,D,0
38.1603,23.8704,410.1,3,1.7,2021-08-06,1214,Aqua,MODIS,87,6.03,311.7,1524.6,D,0
38.1621,23.915,335,3,1.7,2021-08-06,1214,Aqua,MODIS,73,6.03,302.5,121.1,D,0
38.1623,23.9066,368.7,3,1.7,2021-08-06,1214,Aqua,MODIS,87,6.03,303.2,508,D,0
38.1858,23.7935,334.6,3,1.6,2021-08-06,1214,Aqua,MODIS,38,6.03,309.1,108,D,0
38.1901,23.8685,325.7,3,1.7,2021-08-06,1214,Aqua,MODIS,32,6.03,302.7,57.9,D,0
38.2007,23.7928,353.5,3,1.6,2021-08-06,1214,Aqua,MODIS,96,6.03,307.7,284.5,D,0
38.2029,23.8299,346,3,1.7,2021-08-06,1214,Aqua,MODIS,92,6.03,305.1,205.2,D,0
38.2141,23.7856,328.9,3,1.6,2021-08-06,1214,Aqua,MODIS,77,6.03,305,80.3,D,0
38.2155,23.7905,325.3,3,1.6,2021-08-06,1214,Aqua,MODIS,72,6.03,304.9,58.8,D,0
38.2161,23.8214,335.6,3,1.7,2021-08-06,1214,Aqua,MODIS,84,6.03,307,127.3,D,0
38.2176,23.8272,335,3,1.7,2021-08-06,1214,Aqua,MODIS,84,6.03,306.7,121.5,D,0
38.3634,22.1685,335.3,2.4,1.5,2021-08-06,1214,Aqua,MODIS,0,6.03,303.8,84.4,D,0
38.6322,23.2231,327.6,2.8,1.6,2021-08-06,1214,Aqua,MODIS,67,6.03,306.4,61.5,D,0
38.641,23.1985,344.9,2.8,1.6,2021-08-06,1214,Aqua,MODIS,69,6.03,309.5,173.1,D,0
38.6448,23.1904,333.5,2.8,1.6,2021-08-06,1214,Aqua,MODIS,65,6.03,308.2,88.9,D,0
38.6467,23.2226,334.9,2.8,1.6,2021-08-06,1214,Aqua,MODIS,0,6.03,304.6,106.7,D,0
38.8059,23.4327,347.6,2.9,1.6,2021-08-06,1215,Aqua,MODIS,94,6.03,304.4,214.5,D,0
38.8079,23.4668,320.9,2.9,1.6,2021-08-06,1215,Aqua,MODIS,53,6.03,300.1,35.4,D,0
38.8164,23.3635,326.9,2.9,1.6,2021-08-06,1215,Aqua,MODIS,54,6.03,306.1,45.5,D,0
38.8184,23.3972,363.8,2.9,1.6,2021-08-06,1215,Aqua,MODIS,100,6.03,307.1,382.1,D,0
38.8205,23.4309,382.3,2.9,1.6,2021-08-06,1215,Aqua,MODIS,94,6.03,304.6,699.4,D,0
38.8209,23.3886,343.2,2.9,1.6,2021-08-06,1215,Aqua,MODIS,87,6.03,306.7,148.2,D,0
38.8228,23.4223,374.8,2.9,1.6,2021-08-06,1215,Aqua,MODIS,94,6.03,306.4,545.7,D,0
38.8513,23.2244,333.3,2.8,1.6,2021-08-06,1215,Aqua,MODIS,52,6.03,303.2,78.2,D,0
38.8768,23.3431,379.6,2.9,1.6,2021-08-06,1215,Aqua,MODIS,100,6.03,303.7,626.5,D,0
